,Unnamed: 0,id,host_name,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price_mxn
5223,5223,645413419416690774,Neal Estate,"Amsterdam, Netherlands",within an hour,100.0,100%,t,,30,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Aker - Nieuw Sloten,52.34166,4.81774,Entire vacation home,Entire home/apt,12,3.5,6.0,6.0,"[""First aid kit"", ""Freezer"", ""AEG stainless steel electric stove"", ""Central heating"", ""Drying rack for clothing"", ""Toaster"", ""Shower gel"", ""Free driveway parking on premises \u2013 2 spaces"", ""Crib - available upon request"", ""Dishwasher"", ""Kruidvat body soap"", ""Carbon monoxide alarm"", ""Free street parking"", ""Hangers"", ""Cleaning available during stay"", ""Coffee maker: Nespresso"", ""Bikes"", ""Standalone high chair - available upon request"", ""Microwave"", ""55 inch HDTV with Netflix"", ""AEG refrigerator"", ""Private backyard \u2013 Not fully fenced"", ""Outdoor dining area"", ""Dining table"", ""Iron"", ""Essentials"", ""Baby bath"", ""Blender"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Private BBQ grill: wood-burning"", ""Portable fans"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Coffee"", ""Fire extinguisher"", ""Inventum stainless steel single oven"", ""Portable air conditioning"", ""Garden view"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Self check-in"", ""Hair dryer"", ""Baking sheet"", ""Cooking basics"", ""Bathtub"", ""Bed linens"", ""Luggage dropoff allowed"", ""Wifi"", ""Hot water"", ""Safe"", ""Kruidvat shampoo"", ""Private entrance"", ""Room-darkening shades"", ""Fire pit"", ""Park view"", ""Bidet"", ""Cleaning products"", ""Hot water kettle""]",676.0,2,30,3.0,3.0,30.0,30.0,3.0,30.0,t,21,21,21,21,39,19,1,2023-04-23,2024-11-26,t,13,13,0,0,1.97,12168.0
5228,5228,646185276389800252,Yeter,"Amsterdam, Netherlands",within an hour,100.0,100%,f,,2,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-Oost,52.36152,4.89789,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""First aid kit"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Hangers"", ""Extra pillows and blankets"", ""Stove"", ""Dining table"", ""Iron"", ""Essentials"", ""Smoke alarm"", ""Shampoo"", ""Coffee"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Dryer"", ""Cooking basics"", ""Bed linens"", ""Host greets you"", ""TV with standard cable"", ""Wifi"", ""Hot water"", ""Washer"", ""Heating"", ""Hot water kettle""]",393.0,1,365,1.0,3.0,1125.0,1125.0,1.9,1125.0,t,22,52,82,341,76,43,2,2022-06-23,2024-12-02,t,2,2,0,0,2.54,7074.0
5249,5249,649074843359124203,Cees,"Amsterdam, Netherlands",within an hour,100.0,100%,f,,2,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-West,52.36722,4.88399,Private room in home,Private room,2,1.0,1.0,1.0,"[""Freezer"", ""Mosquito net"", ""Central heating"", ""Toaster"", ""Shower gel"", ""Body soap"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Private living room"", ""Coffee maker: Nespresso"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Dining table"", ""Essentials"", ""Long term stays allowed"", ""Portable fans"", ""Smoke alarm"", ""Shampoo"", ""Waterfront"", ""Wine glasses"", ""Coffee"", ""Clothing storage: closet"", ""Paid street parking off premises"", ""Fire extinguisher"", ""Dishes and silverware"", ""Canal view"", ""Hair dryer"", ""Bed linens"", ""Host greets you"", ""32 inch HDTV with premium cable"", ""Luggage dropoff allowed"", ""Wifi"", ""Hot water"", ""Single level home"", ""Hot water kettle""]",133.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,17,47,77,77,238,90,6,2022-06-19,2024-12-05,t,2,0,2,0,7.91,2394.0
5250,5250,649101816251286416,Cees,"Amsterdam, Netherlands",within an hour,100.0,100%,f,,2,"['email', 'phone']",t,t,,Centrum-West,52.36762,4.88266,Private room in home,Private room,2,1.0,1.0,1.0,"[""Mosquito net"", ""Central heating"", ""Shower gel"", ""Body soap"", ""Fast wifi \u2013 199 Mbps"", ""Hangers"", ""Coffee maker: Nespresso"", ""Laundromat nearby"", ""Essentials"", ""Long term stays allowed"", ""Smoke alarm"", ""Shampoo"", ""HDTV with premium cable"", ""Waterfront"", ""Wine glasses"", ""Coffee"", ""Clothing storage: closet"", ""Paid street parking off premises"", ""Fire extinguisher"", ""Dishes and silverware"", ""Hair dryer"", ""Bed linens"", ""Lock on bedroom door"", ""Mini fridge"", ""Luggage dropoff allowed"", ""Host greets you"", ""Hot water"", ""Room-darkening shades"", ""Hot water kettle""]",119.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,20,45,71,71,232,65,3,2022-06-19,2024-11-18,t,2,0,2,0,7.71,2142.0
5268,5268,653299720189848502,Marijn,"Amsterdam, Netherlands",,,67%,f,,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp - Rivierenbuurt,52.35552,4.88851,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""First aid kit"", ""Freezer"", ""Central heating"", ""Drying rack for clothing"", ""Toaster"", ""Shower gel"", ""Clothing storage: closet and wardrobe"", ""Dishwasher"", ""Oven"", ""Body soap"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker: Nespresso"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Board games"", ""Stove"", ""Ethernet connection"", ""Dining table"", ""Iron"", ""Conditioner"", ""Essentials"", ""Blender"", ""Long term stays allowed"", ""HDTV with HBO Max, Disney+, Amazon Prime Video, Netflix, Chromecast"", ""Shampoo"", ""Portable fans"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Wine glasses"", ""Coffee"", ""Paid street parking off premises"", ""Fire extinguisher"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Baking sheet"", ""Cooking basics"", ""Bed linens"", ""Host greets you"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Wifi"", ""Hot water"", ""Bluetooth sound system"", ""Cleaning products"", ""Hot water kettle"", ""Exercise equipment""]",300.0,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,10,10,10,10,9,3,0,2022-10-30,2024-09-16,t,1,1,0,0,0.35,5400.0
5285,5285,654918546695168927,Ninette,"Amsterdam, Netherlands",within a few hours,100.0,100%,f,,1,"['email', 'phone']",t,t,,Bos en Lommer,52.3796,4.85294,Entire condo,Entire home/apt,2,1.5,1.0,2.0,"[""First aid kit"", ""Freezer"", ""Drying rack for clothing"", ""Private backyard \u2013 Fully fenced"", ""Shower gel"", ""Dishwasher"", ""Oven"", ""Private patio or balcony"", ""Body soap"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Outdoor furniture"", ""Dedicated workspace"", ""Hangers"", ""Extra pillows and blankets"", ""AEG induction stove"", ""Lockbox"", ""Microwave"", ""Outdoor dining area"", ""Single level home"", ""Barbecue utensils"", ""Dining table"", ""Paid parking on premises"", ""Iron"", ""Conditioner"", ""Essentials"", ""Blender"", ""EV charger"", ""Shampoo"", ""Portable fans"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Wine glasses"", ""Coffee"", ""Paid street parking off premises"", ""Fast wifi \u2013 69 Mbps"", ""Fire extinguisher"", ""Pets allowed"", ""Garden view"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Coffee maker"", ""Cooking basics"", ""Baking sheet"", ""Bed linens"", ""Mini fridge"", ""Books and reading material"", ""Hot water"", ""Bluetooth sound system"", ""Outdoor playground"", ""45 inch HDTV"", ""Private entrance"", ""Room-darkening shades"", ""Heating"", ""Fire pit"", ""Cleaning products"", ""Hot water kettle"", ""Exercise equipment""]",120.0,3,365,2.0,3.0,1125.0,1125.0,2.1,1125.0,t,3,10,10,10,16,2,0,2022-07-23,2024-01-10,t,1,1,0,0,0.55,2160.0
5291,5291,656264564452336100,Riccardo,,,,,f,,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp - Rivierenbuurt,52.35077,4.88853,Entire condo,Entire home/apt,2,1.0,2.0,1.0,"[""Central heating"", ""Private patio or balcony"", ""Clothing storage"", ""Refrigerator"", ""Outdoor furniture"", ""Dedicated workspace"", ""Outdoor dining area"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Coffee maker"", ""Hair dryer"", ""Game console: Nintendo Wii U and PS3"", ""Cooking basics"", ""Bathtub"", ""Bed linens"", ""TV"", ""Books and reading material"", ""Wifi"", ""Hot water"", ""Washer"", ""Free dryer""]",240.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,0,0,0,1,11,0,0,2022-07-17,2023-08-02,t,1,1,0,0,0.38,4320.0
5295,5295,656411139345937864,Elias,,within a few hours,100.0,100%,f,,5,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Slotervaart,52.36268,4.84023,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Crib"", ""Dishwasher"", ""Oven"", ""Refrigerator"", ""Lockbox"", ""Microwave"", ""Stove"", ""Iron"", ""Long term stays allowed"", ""Pets allowed"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Coffee maker"", ""Hair dryer"", ""Cooking basics"", ""Bed linens"", ""TV"", ""Wifi"", ""Air conditioning"", ""Washer"", ""Heating"", ""Hot water kettle""]",133.0,7,180,7.0,7.0,180.0,180.0,7.0,180.0,t,21,47,47,47,29,0,0,2022-08-19,2023-12-07,t,5,5,0,0,1.03,2394.0
5296,5296,656411620862616177,Elias,,within a few hours,100.0,100%,f,,5,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Slotervaart,52.36196,4.84211,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Crib"", ""Dishwasher"", ""Oven"", ""Refrigerator"", ""Lockbox"", ""Microwave"", ""Stove"", ""Iron"", ""Long term stays allowed"", ""Pets allowed"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Coffee maker"", ""Hair dryer"", ""Cooking basics"", ""Bed linens"", ""TV"", ""Wifi"", ""Air conditioning"", ""Washer"", ""Heating"", ""Hot water kettle""]",165.0,7,180,7.0,7.0,180.0,180.0,7.0,180.0,t,12,17,17,17,9,2,0,2022-11-13,2024-06-03,t,5,5,0,0,0.36,2970.0
5303,5303,657644212555336655,Maarten,,,,,f,,1,"['email', 'phone']",t,t,,De Baarsjes - Oud-West,52.36811,4.85281,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Central heating"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dedicated workspace"", ""Single level home"", ""Dining table"", ""Iron"", ""Essentials"", ""Smoke alarm"", ""Paid street parking off premises"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Bed linens"", ""TV"", ""Wifi"", ""Hot water"", ""Washer"", ""Cleaning products""]",219.0,2,3,2.0,2.0,3.0,3.0,2.0,3.0,t,0,0,0,0,2,0,0,2023-07-24,2023-07-27,t,1,1,0,0,0.12,3942.0
5316,5316,659142377494090020,Arnold,"Amsterdam, Netherlands",within an hour,100.0,99%,t,,19,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp - Rivierenbuurt,52.3469198,4.9101007,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Crib"", ""Dishwasher"", ""Oven"", ""Body soap"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Extra pillows and blankets"", ""Lockbox"", ""Microwave"", ""Iron"", ""Conditioner"", ""Essentials"", ""Long term stays allowed"", ""Portable fans"", ""Smoke alarm"", ""Waterfront"", ""Free dryer \u2013 In unit"", ""Other gas stove"", ""Free washer \u2013 In unit"", ""Wine glasses"", ""Coffee"", ""Paid street parking off premises"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Coffee maker"", ""Cooking basics"", ""Bed linens"", ""Luggage dropoff allowed"", ""TV"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Heating"", ""Single level home"", ""River view""]",200.0,7,180,7.0,7.0,1125.0,1125.0,7.0,1125.0,t,0,4,34,309,31,17,0,2022-12-30,2024-09-15,t,19,17,2,0,1.31,3600.0
5318,5318,659152081757704200,Arnold,"Amsterdam, Netherlands",within an hour,100.0,99%,t,,19,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp - Rivierenbuurt,52.34822,4.91007,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Drying rack for clothing"", ""Dishwasher"", ""Oven"", ""Private patio or balcony"", ""Body soap"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Lockbox"", ""Microwave"", ""Dining table"", ""Iron"", ""Conditioner"", ""Essentials"", ""Long term stays allowed"", ""Portable fans"", ""Smoke alarm"", ""Waterfront"", ""Free dryer \u2013 In unit"", ""Other gas stove"", ""Free washer \u2013 In unit"", ""Wine glasses"", ""Coffee"", ""Paid street parking off premises"", ""Fire extinguisher"", ""Garden view"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Coffee maker"", ""Cooking basics"", ""Bed linens"", ""TV"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Heating"", ""Outlet covers"", ""Single level home""]",85.0,90,180,90.0,90.0,700.0,700.0,90.0,700.0,t,0,0,0,202,21,1,0,2022-08-26,2024-09-01,t,19,17,2,0,0.75,1530.0
5320,5320,659154815042625820,Arnold,"Amsterdam, Netherlands",within an hour,100.0,99%,t,,19,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp - Rivierenbuurt,52.34693,4.90983,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Freezer"", ""Drying rack for clothing"", ""Crib"", ""Clothing storage: closet and wardrobe"", ""Dishwasher"", ""Oven"", ""Body soap"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Standalone high chair - available upon request"", ""Extra pillows and blankets"", ""Lockbox"", ""Microwave"", ""Dining table"", ""Iron"", ""Essentials"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Portable fans"", ""Smoke alarm"", ""Waterfront"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Wine glasses"", ""Coffee"", ""Garden view"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Coffee maker"", ""Cooking basics"", ""Bed linens"", ""TV"", ""Wifi"", ""Hot water"", ""Outdoor playground"", ""Safe"", ""Heating"", ""Cleaning products"", ""Hot water kettle""]",90.0,120,180,90.0,120.0,700.0,1125.0,91.4,720.2,t,9,39,69,344,5,0,0,2022-09-01,2023-04-06,t,19,17,2,0,0.18,1620.0
5334,5334,660693838325086277,Ricardo,"Amsterdam, Netherlands",within a day,100.0,,f,,1,"['email', 'phone']",f,t,,De Baarsjes - Oud-West,52.36249000000001,4.8564606,Entire condo,Entire home/apt,3,1.5,2.0,2.0,"[""First aid kit"", ""TV"", ""Wifi"", ""Hot tub"", ""Washer"", ""Kitchen"", ""Paid parking on premises""]",200.0,1,4,1.0,1.0,4.0,4.0,1.0,4.0,t,0,0,0,41,2,0,0,2022-07-25,2022-07-30,t,1,1,0,0,0.07,3600.0
5337,5337,660969611444290163,Zen,,within a day,67.0,100%,f,,1,"['email', 'phone']",t,t,,De Aker - Nieuw Sloten,52.34438,4.79021,Entire villa,Entire home/apt,8,3.0,4.0,5.0,"[""First aid kit"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Wifi"", ""Free parking on premises"", ""Indoor fireplace"", ""Lockbox"", ""Free dryer \u2013 In building"", ""Carbon monoxide alarm"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Smoke alarm"", ""HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Netflix"", ""Hair dryer""]",695.0,2,30,1.0,6.0,1125.0,1125.0,4.9,1125.0,t,14,14,14,14,5,2,0,2022-09-11,2024-05-05,t,1,1,0,0,0.18,12510.0
5357,5357,664104520521304566,Aron,"Amsterdam, Netherlands",,,100%,f,,1,"['email', 'phone']",t,t,,Bos en Lommer,52.38448,4.85018,Entire condo,Entire home/apt,3,,2.0,,"[""TV"", ""Wifi"", ""Indoor fireplace"", ""Washer"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm""]",,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,0,0,0,6,2,0,2022-07-17,2024-08-11,t,1,1,0,0,0.21,
5362,5362,664400697814540383,Esther,"Amsterdam, Netherlands",,,,f,,1,"['email', 'phone']",t,t,,Centrum-Oost,52.3674866,4.911400299999999,Entire condo,Entire home/apt,2,,1.0,,"[""Freezer"", ""Central heating"", ""Drying rack for clothing"", ""Shower gel"", ""Dishwasher"", ""Oven"", ""Body soap"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Extra pillows and blankets"", ""Microwave"", ""Dining table"", ""Conditioner"", ""Essentials"", ""Long term stays allowed"", ""Smoke alarm"", ""Portable fans"", ""Shampoo"", ""Free dryer \u2013 In unit"", ""Electric stove"", ""Clothing storage: wardrobe"", ""Coffee"", ""Paid street parking off premises"", ""Dishes and silverware"", ""Kitchen"", ""HDTV"", ""Hair dryer"", ""Coffee maker"", ""Cooking basics"", ""Baking sheet"", ""Bed linens"", ""Mini fridge"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Washer"", ""Cleaning products"", ""Hot water kettle""]",,3,20,3.0,3.0,20.0,20.0,3.0,20.0,t,0,0,0,0,5,0,0,2022-07-18,2022-08-27,t,1,1,0,0,0.17,
5365,5365,664502919319964936,Jaco,"Amsterdam, Netherlands",,,100%,,,2,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Baarsjes - Oud-West,52.3634206,4.8543407,Entire condo,Entire home/apt,4,,2.0,,"[""Freezer"", ""Central heating"", ""Drying rack for clothing"", ""Toaster"", ""Shower gel"", ""Private backyard \u2013 Fully fenced"", ""Clothing storage: closet and wardrobe"", ""Dishwasher"", ""Private patio or balcony"", ""Keypad"", ""Body soap"", ""Stainless steel oven"", ""Coffee maker: espresso machine"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Outdoor furniture"", ""Dedicated workspace"", ""Andr\u00e9lon shampoo"", ""Hangers"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Tannoy high-end speakers; Harman Kardon speakers in garden house sound system with Bluetooth and aux"", ""Exercise equipment: free weights"", ""Heating - split type ductless system"", ""Laundromat nearby"", ""Outdoor dining area"", ""Single level home"", ""BBQ grill"", ""Ethernet connection"", ""Barbecue utensils"", ""Dining table"", ""Iron"", ""Conditioner"", ""Essentials"", ""Blender"", ""Paid parking on premises"", ""Portable fans"", ""Smoke alarm"", ""42 inch HDTV with HBO Max, Chromecast, Amazon Prime Video, Disney+, Netflix"", ""Free dryer \u2013 In unit"", ""Waterfront"", ""Free washer \u2013 In unit"", ""Wine glasses"", ""Coffee"", ""Paid street parking off premises"", ""Fire extinguisher"", ""Pets allowed"", ""Garden view"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Canal view"", ""Baking sheet"", ""Cooking basics"", ""Hammock"", ""Bed linens"", ""Central air conditioning"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Room-darkening shades"", ""Bosch induction stove"", ""Cleaning products"", ""Hot water kettle""]",,3,18,3.0,3.0,18.0,18.0,3.0,18.0,t,0,10,10,10,14,7,0,2022-08-20,2024-09-16,t,1,1,0,0,0.5,
5369,5369,664939724540163575,Neal Estate,"Amsterdam, Netherlands",within an hour,100.0,100%,t,,30,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Aker - Nieuw Sloten,52.34138,4.81853,Entire villa,Entire home/apt,12,,6.0,,"[""First aid kit"", ""Freezer"", ""The Spa Collection Gum Tree body soap"", ""Central heating"", ""Drying rack for clothing"", ""Stainless steel single oven"", ""Shower gel"", ""Free driveway parking on premises \u2013 2 spaces"", ""Crib - available upon request"", ""Dishwasher"", ""Clothing storage"", ""Carbon monoxide alarm"", ""The Spa Collection Gum Tree conditioner"", ""Refrigerator"", ""Free street parking"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker: Nespresso"", ""Bikes"", ""Standalone high chair - available upon request"", ""Microwave"", ""55 inch HDTV with Netflix"", ""Outdoor dining area"", ""Private backyard \u2013 Not fully fenced"", ""Barbecue utensils"", ""Dining table"", ""Iron"", ""Essentials"", ""Baby bath"", ""Long term stays allowed"", ""Private BBQ grill: wood-burning"", ""Portable fans"", ""Smoke alarm"", ""The Spa Collection Gum Tree shampoo"", ""AEG stainless steel induction stove"", ""Wine glasses"", ""Coffee"", ""Fire extinguisher"", ""Portable air conditioning"", ""Garden view"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Self check-in"", ""Hair dryer"", ""Baking sheet"", ""Cooking basics"", ""Bathtub"", ""Bed linens"", ""Luggage dropoff allowed"", ""Wifi"", ""Hot water"", ""Safe"", ""Private entrance"", ""Room-darkening shades"", ""Fire pit"", ""Park view"", ""Cleaning products"", ""Hot water kettle""]",,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,22,22,22,22,20,9,0,2023-06-09,2024-08-05,t,13,13,0,0,1.09,
5370,5370,664948879138438427,Neal Estate,"Amsterdam, Netherlands",within an hour,100.0,100%,t,,30,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Aker - Nieuw Sloten,52.3412824,4.8185458,Entire villa,Entire home/apt,12,3.5,6.0,6.0,"[""First aid kit"", ""Freezer"", ""Central heating"", ""Drying rack for clothing"", ""Toaster"", ""Shower gel"", ""Children\u2019s dinnerware"", ""Crib - available upon request"", ""Dishwasher"", ""Free driveway parking on premises \u2013 2 spaces"", ""Private patio or balcony"", ""Stainless steel oven"", ""Coffee maker: espresso machine"", ""Carbon monoxide alarm"", ""65 inch HDTV"", ""Refrigerator"", ""Outdoor furniture"", ""Dedicated workspace"", ""Free street parking"", ""The Spa Collection shampoo"", ""Hangers"", ""Bikes"", ""Standalone high chair - available upon request"", ""Microwave"", ""Outdoor dining area"", ""Barbecue utensils"", ""Dining table"", ""Iron"", ""Essentials"", ""Baby bath"", ""Blender"", ""Long term stays allowed"", ""Private BBQ grill: wood-burning"", ""Portable fans"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""AEG stainless steel induction stove"", ""Free washer \u2013 In unit"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Coffee"", ""Fire extinguisher"", ""Garden view"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Self check-in"", ""The Spa Collection conditioner"", ""Hair dryer"", ""Cooking basics"", ""The Spa Collection body soap"", ""Bathtub"", ""Bed linens"", ""Luggage dropoff allowed"", ""Sun loungers"", ""Wifi"", ""Hot water"", ""Outdoor playground"", ""Safe"", ""Private entrance"", ""Room-darkening shades"", ""Park view"", ""Shared backyard \u2013 Fully fenced"", ""Cleaning products"", ""Hot water kettle""]",679.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,24,24,24,24,13,10,1,2023-11-11,2024-11-10,t,13,13,0,0,0.99,12222.0
5389,5389,667119068788258134,Alessio,"Amsterdam, Netherlands",,,100%,f,,1,"['email', 'phone']",t,t,,Oud-Oost,52.3631323,4.9241969,Entire condo,Entire home/apt,2,,1.0,,"[""Freezer"", ""Central heating"", ""Drying rack for clothing"", ""Shower gel"", ""Dishwasher"", ""Oven"", ""Private patio or balcony"", ""Body soap"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Extra pillows and blankets"", ""Lockbox"", ""Outdoor dining area"", ""Dining table"", ""Paid parking on premises"", ""Iron"", ""Essentials"", ""Coffee maker: drip coffee maker, espresso machine, Nespresso, pour-over coffee"", ""Blender"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix"", ""Shampoo"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Induction stove"", ""Exercise equipment: free weights, yoga mat"", ""Wine glasses"", ""Coffee"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Baking sheet"", ""Cooking basics"", ""Bed linens"", ""Sound system with Bluetooth and aux"", ""Books and reading material"", ""Wifi"", ""Hot water"", ""Washer"", ""Room-darkening shades"", ""Clothing storage: closet and dresser"", ""Cleaning products""]",,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,0,0,0,0,9,3,0,2022-08-01,2024-08-17,t,1,1,0,0,0.31,
5405,5405,669234388249202231,Ronny,,within an hour,100.0,96%,t,,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-Oost,52.361658,4.885911,Entire home,Entire home/apt,4,1.5,2.0,2.0,"[""Freezer"", ""Marie-Stella-Maris body soap"", ""Central heating"", ""Toaster"", ""Dishwasher"", ""Marie-Stella-Maris conditioner"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Hangers"", ""Coffee maker: Nespresso"", ""Laundromat nearby"", ""Marie-Stella-Maris shampoo"", ""Microwave"", ""Iron"", ""Essentials"", ""Smoke alarm"", ""Wine glasses"", ""Clothing storage: wardrobe"", ""Paid street parking off premises"", ""Fire extinguisher"", ""Dishes and silverware"", ""Smart lock"", ""Self check-in"", ""Kitchenette"", ""Hair dryer"", ""Bed linens"", ""43 inch HDTV with Chromecast, Netflix"", ""Wifi"", ""Hot water"", ""Cleaning products"", ""Hot water kettle""]",330.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,4,22,43,135,97,69,4,2023-07-16,2024-11-24,t,1,1,0,0,5.69,5940.0
